discourse_id,essay_id,prompt_name,discourse_effectiveness,effect_score,holistic_essay_score,grade_level,ell_status,student_disability_status,race_ethnicity,economically_disadvantaged,F02,f02_present,discourse_text,premise_1,premise_2,conjunction_text,non_relevant,is_dismissed,dismissal_reason
disc_lead_00449,essay_01148,Facial Action Coding System,Adequate,2,4.0,11,No,No,Black/African American,Yes,1,True,"Although car-free cities reduce urban pollution, many citizens rely heavily on personal vehicles for daily commutes.",car-free cities reduce urban pollution,many citizens rely heavily on personal vehicles for daily commutes.,Although,,False,
disc_lead_00450,essay_01149,Seeking the Author,Adequate,2,4.0,9,No,No,Asian,No,1,True,People should support renewable technology because fossil fuels contribute directly to catastrophic global climate change.,People should support renewable technology,fossil fuels contribute directly to catastrophic global climate change.,because,,False,
disc_lead_00451,essay_01150,Exploring Venus,Adequate,2,3.0,11,No,No,Asian,No,1,True,The facial landmark image was created by natural erosion even though some conspiracy theorists claim aliens sculpted a face on Mars.,The facial landmark image was created by natural erosion,some conspiracy theorists claim aliens sculpted a face on Mars.,even though,,False,
disc_lead_00452,essay_01151,Car-free cities,Adequate,2,5.0,10,No,No,Asian,Yes,1,True,"Unless government regulation strictly controls emissions, air quality in metropolitan areas will continue to degrade rapidly.",government regulation strictly controls emissions,air quality in metropolitan areas will continue to degrade rapidly.,Unless,,False,
disc_lead_00453,essay_01152,Driverless cars,Adequate,2,3.0,10,No,No,Hispanic/Latino,No,1,True,We should switch to electric cars provided that charging infrastructure is made universally accessible to all residents.,We should switch to electric cars,charging infrastructure is made universally accessible to all residents.,provided that,,False,
disc_lead_00454,essay_01153,Facial Action Coding System,Ineffective,1,4.0,11,No,No,Black/African American,No,1,True,I think technology is good because it helps people do homework and talk to friends faster.,I think technology is good,it helps people do homework and talk to friends faster.,because,,False,
disc_lead_00455,essay_01154,Seeking the Author,Ineffective,1,3.0,12,No,Yes,Black/African American,No,1,True,Cars are bad when they make too much noise in the morning.,Cars are bad,they make too much noise in the morning.,when,,False,
disc_lead_00456,essay_01155,Exploring Venus,Ineffective,1,3.0,10,No,Yes,Black/African American,Yes,1,True,"Although Venus is very hot, we should go there right now.",Venus is very hot,we should go there right now.,Although,,False,
disc_lead_00457,essay_01156,Car-free cities,Effective,3,2.0,10,No,No,Hispanic/Latino,No,1,True,Venus is a planet that scientists have tried to learn about although the environment is extraordinarily hostile and dangerous.,Venus is a planet that scientists have tried to learn about,the environment is extraordinarily hostile and dangerous.,although,,False,
disc_lead_00458,essay_01157,Driverless cars,Effective,3,3.0,9,No,No,Hispanic/Latino,No,1,True,I strongly disagree with driverless vehicles because untested autonomous algorithms pose significant risks to pedestrians.,I strongly disagree with driverless vehicles,untested autonomous algorithms pose significant risks to pedestrians.,because,,False,
disc_lead_00459,essay_01158,Facial Action Coding System,Effective,3,4.0,8,No,No,Hispanic/Latino,Yes,1,True,"If scientists can figure out more about Venus, we can further our understanding of what this planet once was.",scientists can figure out more about Venus,we can further our understanding of what this planet once was.,If,,False,
disc_lead_00460,essay_01159,Seeking the Author,Adequate,2,3.0,11,Yes,No,White,No,1,True,Students should participate in community service since it fosters empathy and builds essential civic responsibility.,Students should participate in community service,it fosters empathy and builds essential civic responsibility.,since,,False,
disc_lead_00461,essay_01160,Exploring Venus,Adequate,2,4.0,10,No,No,Hispanic/Latino,Yes,1,True,"Although car-free cities reduce urban pollution, many citizens rely heavily on personal vehicles for daily commutes.",car-free cities reduce urban pollution,many citizens rely heavily on personal vehicles for daily commutes.,Although,,False,
disc_lead_00462,essay_01161,Car-free cities,Adequate,2,3.0,8,No,No,White,No,1,True,People should support renewable technology because fossil fuels contribute directly to catastrophic global climate change.,People should support renewable technology,fossil fuels contribute directly to catastrophic global climate change.,because,,False,
disc_lead_00463,essay_01162,Driverless cars,Adequate,2,4.0,10,No,No,White,Yes,1,True,The facial landmark image was created by natural erosion even though some conspiracy theorists claim aliens sculpted a face on Mars.,The facial landmark image was created by natural erosion,some conspiracy theorists claim aliens sculpted a face on Mars.,even though,,False,
disc_lead_00464,essay_01163,Facial Action Coding System,Adequate,2,4.0,10,No,No,Black/African American,No,1,True,"Unless government regulation strictly controls emissions, air quality in metropolitan areas will continue to degrade rapidly.",government regulation strictly controls emissions,air quality in metropolitan areas will continue to degrade rapidly.,Unless,,False,
disc_lead_00465,essay_01164,Seeking the Author,Adequate,2,4.0,8,No,No,Black/African American,Yes,1,True,We should switch to electric cars provided that charging infrastructure is made universally accessible to all residents.,We should switch to electric cars,charging infrastructure is made universally accessible to all residents.,provided that,,False,
disc_lead_00466,essay_01165,Exploring Venus,Ineffective,1,2.0,8,No,Yes,Black/African American,No,1,True,I think technology is good because it helps people do homework and talk to friends faster.,I think technology is good,it helps people do homework and talk to friends faster.,because,,False,
disc_lead_00467,essay_01166,Car-free cities,Ineffective,1,5.0,10,No,No,Hispanic/Latino,Yes,1,True,Cars are bad when they make too much noise in the morning.,Cars are bad,they make too much noise in the morning.,when,,False,
disc_lead_00468,essay_01167,Driverless cars,Ineffective,1,4.0,11,No,No,White,No,1,True,"Although Venus is very hot, we should go there right now.",Venus is very hot,we should go there right now.,Although,,False,
disc_lead_00469,essay_01168,Facial Action Coding System,Effective,3,5.0,8,Yes,No,Asian,No,1,True,Venus is a planet that scientists have tried to learn about although the environment is extraordinarily hostile and dangerous.,Venus is a planet that scientists have tried to learn about,the environment is extraordinarily hostile and dangerous.,although,,False,
disc_lead_00470,essay_01169,Seeking the Author,Effective,3,4.0,9,No,No,Hispanic/Latino,No,1,True,I strongly disagree with driverless vehicles because untested autonomous algorithms pose significant risks to pedestrians.,I strongly disagree with driverless vehicles,untested autonomous algorithms pose significant risks to pedestrians.,because,,False,
disc_lead_00471,essay_01170,Exploring Venus,Effective,3,3.0,10,Yes,No,White,No,1,True,"If scientists can figure out more about Venus, we can further our understanding of what this planet once was.",scientists can figure out more about Venus,we can further our understanding of what this planet once was.,If,,False,
disc_lead_00472,essay_01171,Car-free cities,Adequate,2,5.0,9,No,No,Black/African American,No,1,True,Students should participate in community service since it fosters empathy and builds essential civic responsibility.,Students should participate in community service,it fosters empathy and builds essential civic responsibility.,since,,False,
disc_lead_00473,essay_01172,Driverless cars,Adequate,2,5.0,8,No,No,White,No,1,True,"Although car-free cities reduce urban pollution, many citizens rely heavily on personal vehicles for daily commutes.",car-free cities reduce urban pollution,many citizens rely heavily on personal vehicles for daily commutes.,Although,,False,
disc_lead_00474,essay_01173,Facial Action Coding System,Adequate,2,4.0,10,No,No,White,No,1,True,People should support renewable technology because fossil fuels contribute directly to catastrophic global climate change.,People should support renewable technology,fossil fuels contribute directly to catastrophic global climate change.,because,,False,
disc_lead_00475,essay_01174,Seeking the Author,Adequate,2,4.0,9,No,No,Black/African American,No,1,True,The facial landmark image was created by natural erosion even though some conspiracy theorists claim aliens sculpted a face on Mars.,The facial landmark image was created by natural erosion,some conspiracy theorists claim aliens sculpted a face on Mars.,even though,,False,
disc_lead_00476,essay_01175,Exploring Venus,Adequate,2,4.0,12,No,No,Asian,No,1,True,"Unless government regulation strictly controls emissions, air quality in metropolitan areas will continue to degrade rapidly.",government regulation strictly controls emissions,air quality in metropolitan areas will continue to degrade rapidly.,Unless,,False,
disc_lead_00477,essay_01176,Car-free cities,Adequate,2,4.0,10,Yes,No,White,Yes,1,True,We should switch to electric cars provided that charging infrastructure is made universally accessible to all residents.,We should switch to electric cars,charging infrastructure is made universally accessible to all residents.,provided that,,False,
