discourse_id,essay_id,prompt_name,discourse_effectiveness,effect_score,holistic_essay_score,grade_level,ell_status,student_disability_status,race_ethnicity,economically_disadvantaged,F02,f02_present,discourse_text
disc_lead_00841,essay_02177,Driverless cars,Adequate,2,2.0,10,Yes,No,White,No,0,False,Driverless cars are modern inventions but they can be dangerous.
disc_lead_00842,essay_02178,Facial Action Coding System,Effective,3,3.0,9,No,No,Hispanic/Latino,No,0,False,The Face on Mars is just a natural rock formation on the ground.
disc_lead_00843,essay_02179,Seeking the Author,Ineffective,1,4.0,10,No,No,Hispanic/Latino,Yes,0,False,I believe that car free cities are a great idea for everyone.
disc_lead_00844,essay_02180,Exploring Venus,Adequate,2,3.0,11,No,No,White,Yes,0,False,Cars are very fast and they take people to work every day.
disc_lead_00845,essay_02181,Car-free cities,Adequate,2,2.0,9,No,No,White,No,0,False,Venus is the second planet from the sun in our solar system.
disc_lead_00846,essay_02182,Driverless cars,Adequate,2,2.0,6,No,No,Black/African American,No,0,False,Driverless cars are modern inventions but they can be dangerous.
disc_lead_00847,essay_02183,Facial Action Coding System,Effective,3,2.0,9,Yes,No,Black/African American,No,0,False,The Face on Mars is just a natural rock formation on the ground.
disc_lead_00848,essay_02184,Seeking the Author,Ineffective,1,2.0,9,No,No,Black/African American,Yes,0,False,I believe that car free cities are a great idea for everyone.
disc_lead_00849,essay_02185,Exploring Venus,Adequate,2,2.0,11,No,No,White,No,0,False,Cars are very fast and they take people to work every day.
disc_lead_00850,essay_02186,Car-free cities,Adequate,2,1.0,10,No,No,Hispanic/Latino,Yes,0,False,Venus is the second planet from the sun in our solar system.
disc_lead_00851,essay_02187,Driverless cars,Adequate,2,4.0,11,No,No,Hispanic/Latino,Yes,0,False,Driverless cars are modern inventions but they can be dangerous.
disc_lead_00852,essay_02188,Facial Action Coding System,Effective,3,1.0,11,No,No,Hispanic/Latino,No,0,False,The Face on Mars is just a natural rock formation on the ground.
disc_lead_00853,essay_02189,Seeking the Author,Ineffective,1,2.0,11,No,No,White,Yes,0,False,I believe that car free cities are a great idea for everyone.
disc_lead_00854,essay_02190,Exploring Venus,Adequate,2,3.0,9,No,No,White,No,0,False,Cars are very fast and they take people to work every day.
disc_lead_00855,essay_02191,Car-free cities,Adequate,2,2.0,9,No,No,White,Yes,0,False,Venus is the second planet from the sun in our solar system.
disc_lead_00856,essay_02192,Driverless cars,Adequate,2,1.0,8,No,No,Hispanic/Latino,No,0,False,Driverless cars are modern inventions but they can be dangerous.
disc_lead_00857,essay_02193,Facial Action Coding System,Effective,3,1.0,6,No,No,Hispanic/Latino,No,0,False,The Face on Mars is just a natural rock formation on the ground.
disc_lead_00858,essay_02194,Seeking the Author,Ineffective,1,3.0,8,No,No,White,No,0,False,I believe that car free cities are a great idea for everyone.
disc_lead_00859,essay_02195,Exploring Venus,Adequate,2,2.0,6,No,No,White,Yes,0,False,Cars are very fast and they take people to work every day.
disc_lead_00860,essay_02196,Car-free cities,Adequate,2,1.0,10,No,No,Black/African American,No,0,False,Venus is the second planet from the sun in our solar system.
disc_lead_00861,essay_02197,Driverless cars,Adequate,2,3.0,11,No,No,White,Yes,0,False,Driverless cars are modern inventions but they can be dangerous.
disc_lead_00862,essay_02198,Facial Action Coding System,Effective,3,3.0,6,No,No,White,Yes,0,False,The Face on Mars is just a natural rock formation on the ground.
disc_lead_00863,essay_02199,Seeking the Author,Ineffective,1,3.0,11,No,No,Asian,Yes,0,False,I believe that car free cities are a great idea for everyone.
disc_lead_00864,essay_02200,Exploring Venus,Adequate,2,2.0,10,No,Yes,Black/African American,Yes,0,False,Cars are very fast and they take people to work every day.
disc_lead_00865,essay_02201,Car-free cities,Adequate,2,2.0,8,No,No,White,Yes,0,False,Venus is the second planet from the sun in our solar system.
disc_lead_00866,essay_02202,Driverless cars,Adequate,2,2.0,6,No,Yes,Hispanic/Latino,No,0,False,Driverless cars are modern inventions but they can be dangerous.
disc_lead_00867,essay_02203,Facial Action Coding System,Effective,3,2.0,9,No,No,Hispanic/Latino,Yes,0,False,The Face on Mars is just a natural rock formation on the ground.
disc_lead_00868,essay_02204,Seeking the Author,Ineffective,1,3.0,9,No,No,Hispanic/Latino,No,0,False,I believe that car free cities are a great idea for everyone.
disc_lead_00869,essay_02205,Exploring Venus,Adequate,2,4.0,10,No,No,Black/African American,No,0,False,Cars are very fast and they take people to work every day.
disc_lead_00870,essay_02206,Car-free cities,Adequate,2,1.0,10,No,No,White,No,0,False,Venus is the second planet from the sun in our solar system.
disc_lead_00871,essay_02207,Driverless cars,Adequate,2,2.0,9,No,No,Asian,Yes,0,False,Driverless cars are modern inventions but they can be dangerous.
disc_lead_00872,essay_02208,Facial Action Coding System,Effective,3,2.0,11,Yes,No,Hispanic/Latino,Yes,0,False,The Face on Mars is just a natural rock formation on the ground.
disc_lead_00873,essay_02209,Seeking the Author,Ineffective,1,4.0,8,Yes,No,White,Yes,0,False,I believe that car free cities are a great idea for everyone.
disc_lead_00874,essay_02210,Exploring Venus,Adequate,2,3.0,9,No,No,Hispanic/Latino,Yes,0,False,Cars are very fast and they take people to work every day.
disc_lead_00875,essay_02211,Car-free cities,Adequate,2,1.0,11,No,Yes,White,No,0,False,Venus is the second planet from the sun in our solar system.
disc_lead_00876,essay_02212,Driverless cars,Adequate,2,2.0,9,Yes,Yes,Asian,No,0,False,Driverless cars are modern inventions but they can be dangerous.
disc_lead_00877,essay_02213,Facial Action Coding System,Effective,3,3.0,11,No,No,Asian,No,0,False,The Face on Mars is just a natural rock formation on the ground.
disc_lead_00878,essay_02214,Seeking the Author,Ineffective,1,3.0,9,No,No,Black/African American,No,0,False,I believe that car free cities are a great idea for everyone.
disc_lead_00879,essay_02215,Exploring Venus,Adequate,2,2.0,10,No,No,Hispanic/Latino,No,0,False,Cars are very fast and they take people to work every day.
disc_lead_00880,essay_02216,Car-free cities,Adequate,2,1.0,10,No,No,White,Yes,0,False,Venus is the second planet from the sun in our solar system.
disc_lead_00881,essay_02217,Driverless cars,Adequate,2,3.0,9,No,No,Asian,Yes,0,False,Driverless cars are modern inventions but they can be dangerous.
disc_lead_00882,essay_02218,Facial Action Coding System,Effective,3,3.0,11,No,No,Asian,Yes,0,False,The Face on Mars is just a natural rock formation on the ground.
disc_lead_00883,essay_02219,Seeking the Author,Ineffective,1,3.0,8,No,Yes,Black/African American,No,0,False,I believe that car free cities are a great idea for everyone.
disc_lead_00884,essay_02220,Exploring Venus,Adequate,2,2.0,9,No,No,Hispanic/Latino,No,0,False,Cars are very fast and they take people to work every day.
disc_lead_00885,essay_02221,Car-free cities,Adequate,2,2.0,10,No,Yes,Hispanic/Latino,Yes,0,False,Venus is the second planet from the sun in our solar system.
disc_lead_00886,essay_02222,Driverless cars,Adequate,2,2.0,11,No,No,White,Yes,0,False,Driverless cars are modern inventions but they can be dangerous.
disc_lead_00887,essay_02223,Facial Action Coding System,Effective,3,1.0,6,No,Yes,Hispanic/Latino,Yes,0,False,The Face on Mars is just a natural rock formation on the ground.
disc_lead_00888,essay_02224,Seeking the Author,Ineffective,1,2.0,6,No,No,White,Yes,0,False,I believe that car free cities are a great idea for everyone.
disc_lead_00889,essay_02225,Exploring Venus,Adequate,2,3.0,11,Yes,No,White,Yes,0,False,Cars are very fast and they take people to work every day.
disc_lead_00890,essay_02226,Car-free cities,Adequate,2,2.0,8,Yes,No,Hispanic/Latino,No,0,False,Venus is the second planet from the sun in our solar system.
disc_lead_00891,essay_02227,Driverless cars,Adequate,2,4.0,11,No,No,Black/African American,Yes,0,False,Driverless cars are modern inventions but they can be dangerous.
disc_lead_00892,essay_02228,Facial Action Coding System,Effective,3,2.0,11,Yes,No,Black/African American,No,0,False,The Face on Mars is just a natural rock formation on the ground.
disc_lead_00893,essay_02229,Seeking the Author,Ineffective,1,3.0,8,No,No,Hispanic/Latino,No,0,False,I believe that car free cities are a great idea for everyone.
disc_lead_00894,essay_02230,Exploring Venus,Adequate,2,3.0,6,No,No,White,Yes,0,False,Cars are very fast and they take people to work every day.
disc_lead_00895,essay_02231,Car-free cities,Adequate,2,2.0,6,No,No,Asian,No,0,False,Venus is the second planet from the sun in our solar system.
disc_lead_00896,essay_02232,Driverless cars,Adequate,2,1.0,8,No,No,Asian,No,0,False,Driverless cars are modern inventions but they can be dangerous.
disc_lead_00897,essay_02233,Facial Action Coding System,Effective,3,1.0,11,No,No,White,No,0,False,The Face on Mars is just a natural rock formation on the ground.
disc_lead_00898,essay_02234,Seeking the Author,Ineffective,1,3.0,9,No,No,Asian,No,0,False,I believe that car free cities are a great idea for everyone.
disc_lead_00899,essay_02235,Exploring Venus,Adequate,2,2.0,8,No,No,Hispanic/Latino,No,0,False,Cars are very fast and they take people to work every day.
disc_lead_00900,essay_02236,Car-free cities,Adequate,2,4.0,10,Yes,No,Hispanic/Latino,Yes,0,False,Venus is the second planet from the sun in our solar system.
disc_lead_00901,essay_02237,Driverless cars,Adequate,2,1.0,10,Yes,No,Hispanic/Latino,Yes,0,False,Driverless cars are modern inventions but they can be dangerous.
disc_lead_00902,essay_02238,Facial Action Coding System,Effective,3,3.0,6,Yes,No,Asian,Yes,0,False,The Face on Mars is just a natural rock formation on the ground.
disc_lead_00903,essay_02239,Seeking the Author,Ineffective,1,1.0,6,No,No,Hispanic/Latino,Yes,0,False,I believe that car free cities are a great idea for everyone.
disc_lead_00904,essay_02240,Exploring Venus,Adequate,2,4.0,11,No,No,White,No,0,False,Cars are very fast and they take people to work every day.
disc_lead_00905,essay_02241,Car-free cities,Adequate,2,1.0,8,No,No,White,No,0,False,Venus is the second planet from the sun in our solar system.
disc_lead_00906,essay_02242,Driverless cars,Adequate,2,4.0,9,No,No,Asian,Yes,0,False,Driverless cars are modern inventions but they can be dangerous.
disc_lead_00907,essay_02243,Facial Action Coding System,Effective,3,3.0,6,Yes,No,White,Yes,0,False,The Face on Mars is just a natural rock formation on the ground.
disc_lead_00908,essay_02244,Seeking the Author,Ineffective,1,2.0,11,Yes,No,White,Yes,0,False,I believe that car free cities are a great idea for everyone.
disc_lead_00909,essay_02245,Exploring Venus,Adequate,2,2.0,10,No,Yes,Black/African American,Yes,0,False,Cars are very fast and they take people to work every day.
disc_lead_00910,essay_02246,Car-free cities,Adequate,2,3.0,10,No,No,Hispanic/Latino,Yes,0,False,Venus is the second planet from the sun in our solar system.
disc_lead_00911,essay_02247,Driverless cars,Adequate,2,2.0,9,No,No,White,No,0,False,Driverless cars are modern inventions but they can be dangerous.
disc_lead_00912,essay_02248,Facial Action Coding System,Effective,3,3.0,6,No,No,White,Yes,0,False,The Face on Mars is just a natural rock formation on the ground.
disc_lead_00913,essay_02249,Seeking the Author,Ineffective,1,3.0,11,No,Yes,White,No,0,False,I believe that car free cities are a great idea for everyone.
disc_lead_00914,essay_02250,Exploring Venus,Adequate,2,4.0,8,No,No,Black/African American,Yes,0,False,Cars are very fast and they take people to work every day.
disc_lead_00915,essay_02251,Car-free cities,Adequate,2,4.0,11,No,No,Asian,No,0,False,Venus is the second planet from the sun in our solar system.
disc_lead_00916,essay_02252,Driverless cars,Adequate,2,2.0,11,No,No,Black/African American,No,0,False,Driverless cars are modern inventions but they can be dangerous.
disc_lead_00917,essay_02253,Facial Action Coding System,Effective,3,2.0,6,Yes,Yes,Asian,No,0,False,The Face on Mars is just a natural rock formation on the ground.
disc_lead_00918,essay_02254,Seeking the Author,Ineffective,1,4.0,6,No,No,Asian,No,0,False,I believe that car free cities are a great idea for everyone.
disc_lead_00919,essay_02255,Exploring Venus,Adequate,2,3.0,8,No,No,Hispanic/Latino,Yes,0,False,Cars are very fast and they take people to work every day.
disc_lead_00920,essay_02256,Car-free cities,Adequate,2,2.0,9,No,No,Asian,No,0,False,Venus is the second planet from the sun in our solar system.
disc_lead_00921,essay_02257,Driverless cars,Adequate,2,2.0,9,No,No,Black/African American,No,0,False,Driverless cars are modern inventions but they can be dangerous.
disc_lead_00922,essay_02258,Facial Action Coding System,Effective,3,1.0,10,No,No,White,No,0,False,The Face on Mars is just a natural rock formation on the ground.
disc_lead_00923,essay_02259,Seeking the Author,Ineffective,1,1.0,8,No,No,White,Yes,0,False,I believe that car free cities are a great idea for everyone.
disc_lead_00924,essay_02260,Exploring Venus,Adequate,2,1.0,6,No,No,Asian,No,0,False,Cars are very fast and they take people to work every day.
disc_lead_00925,essay_02261,Car-free cities,Adequate,2,2.0,6,No,No,Hispanic/Latino,No,0,False,Venus is the second planet from the sun in our solar system.
disc_lead_00926,essay_02262,Driverless cars,Adequate,2,2.0,6,No,Yes,Asian,No,0,False,Driverless cars are modern inventions but they can be dangerous.
disc_lead_00927,essay_02263,Facial Action Coding System,Effective,3,2.0,8,Yes,No,White,No,0,False,The Face on Mars is just a natural rock formation on the ground.
disc_lead_00928,essay_02264,Seeking the Author,Ineffective,1,3.0,10,Yes,No,White,No,0,False,I believe that car free cities are a great idea for everyone.
disc_lead_00929,essay_02265,Exploring Venus,Adequate,2,1.0,10,Yes,No,Asian,No,0,False,Cars are very fast and they take people to work every day.
disc_lead_00930,essay_02266,Car-free cities,Adequate,2,1.0,11,No,No,White,No,0,False,Venus is the second planet from the sun in our solar system.
disc_lead_00931,essay_02267,Driverless cars,Adequate,2,1.0,8,No,No,Asian,No,0,False,Driverless cars are modern inventions but they can be dangerous.
disc_lead_00932,essay_02268,Facial Action Coding System,Effective,3,3.0,9,No,Yes,White,Yes,0,False,The Face on Mars is just a natural rock formation on the ground.
disc_lead_00933,essay_02269,Seeking the Author,Ineffective,1,2.0,9,No,No,Black/African American,No,0,False,I believe that car free cities are a great idea for everyone.
disc_lead_00934,essay_02270,Exploring Venus,Adequate,2,3.0,10,Yes,No,Hispanic/Latino,Yes,0,False,Cars are very fast and they take people to work every day.
